committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,election_type,fec_election_type_desc,fec_election_year,back_reference_transaction_id,back_reference_schedule_id,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,sub_id,pdf_url
C00384057,STAND WITH SANCHEZ,2024,30G,202412059720784804,17,500419531,1855711,ORG,ORGANIZATION,,,AT&T MOBILITY,GA,TELEPHONE,,,2024-10-25 0:00:00,195.95,G2024,GENERAL,2024,,,4120520241074539277,ATLANTA,303537104,OTHER,,4011520251131002323,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720784804
C00632257,MAST FOR CONGRESS,2024,30G,202412059720605339,17,SB17.I44515,1854804,ORG,ORGANIZATION,,,CLASSIC CITY BANK,GA,BANK FEE,,,2024-10-18 0:00:00,20,,,,,,4120520241074539138,ATHENS,30606,OTHER,,4011520251131011037,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720605339
C00858688,LICCARDO FOR CONGRESS,2024,30G,202412059721277343,17,500132840,1856781,ORG,ORGANIZATION,,,MAILCHIMP,GA,SOFTWARE,,,2024-10-30 0:00:00,340,G2024,GENERAL,2024,,,4120520241074539461,ATLANTA,303083139,OTHER,,4011520251131000555,https://docquery.fec.gov/cgi-bin/fecimg/?202412059721277343
C00863068,LESLIE MEHTA FOR CONGRESS,2024,30G,202412019720085798,17,500116636,1850815,ORG,ORGANIZATION,,,CANAL PARTNERS MEDIA LLC,GA,MEDIA,,,2024-10-17 0:00:00,48000,G2024,GENERAL,2024,,,4120120241074025016,ATLANTA,303393087,ADVERTISING,,4011520251131009321,https://docquery.fec.gov/cgi-bin/fecimg/?202412019720085798
C00843391,LISA BLUNT ROCHESTER FOR SENATE,2024,30G,202412059731504634,17,500433545,1857794,ORG,ORGANIZATION,,,BUCKHEAD FLORIST,GA,FLOWERS,X,,2024-11-05 0:00:00,239.58,G2024,GENERAL,2024,500433215,SB17,4120520241074539678,ATLANTA,303261047,OTHER,*,4011520251131005742,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731504634
C00725853,BURGESS 4 UTAH,2024,30G,202412059720659054,17,SB17.I31149,1855166,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIRFARE,,,2024-11-19 0:00:00,12,,,,,,4120520241074539205,ATLANTA,30354,OTHER,,4011520251131017990,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720659054
C00676965,RICK SCOTT FOR FLORIDA,2024,30G,202412059720963020,17,SB17.1503,1856098,ORG,ORGANIZATION,,,CHICK-FIL-A,GA,FOOD AND BEVERAGE,X,,2024-10-25 0:00:00,16.24,G2024,GENERAL,2024,SB17.197,SB17,4120520241074539335,ATLANTA,30349,OTHER,,4011520251131018749,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720963020
C00632257,MAST FOR CONGRESS,2024,30G,202412059720605320,17,SB17.I44525,1854804,ORG,ORGANIZATION,,,ADP,GA,PAYROLL EXPENSE,,,2024-10-18 0:00:00,107.89,,,,,,4120520241074539138,ALPHARETTA,30338,MATERIALS,,4011520251131010979,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720605320
C00858688,LICCARDO FOR CONGRESS,2024,30G,202412059721277388,17,500132929,1856781,ORG,ORGANIZATION,,,"UNITED PARCEL SERVICE, INC.",GA,POSTAGE,,,2024-11-05 0:00:00,64.65,G2024,GENERAL,2024,,,4120520241074539461,ATLANTA,303283474,ADMINISTRATIVE,,4011520251131000691,https://docquery.fec.gov/cgi-bin/fecimg/?202412059721277388
C00632257,MAST FOR CONGRESS,2024,30G,202412059720605324,17,SB17.I44721,1854804,ORG,ORGANIZATION,,,ADP,GA,PAYROLL TAXES,,,2024-11-25 0:00:00,3756.33,,,,,,4120520241074539138,ALPHARETTA,30338,OTHER,,4011520251131010991,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720605324
C00802488,HUNG CAO FOR VIRGINIA,2024,30G,202412059731339332,17,B12EC10BE79524C628E4,1857483,ORG,ORGANIZATION,,,PARKMOBILE,GA,PARKING,X,,2024-11-04 0:00:00,7.4,G2024,GENERAL,2024,BCCF264B82FDE4D8181F,SB17,4120520241074539611,ATLANTA,30309,OTHER,,4011520251131007816,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731339332
C00802488,HUNG CAO FOR VIRGINIA,2024,30G,202412059731339278,17,B4CB26778C0824DA49A4,1857483,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIRFAIRE,X,,2024-10-30 0:00:00,759.7,G2024,GENERAL,2024,B8DA7CDA8EDFD4949AFE,SB17,4120520241074539611,ATLANTA,303541989,OTHER,,4011520251131007654,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731339278
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2024,30G,202412059720833638,17,XB3873EB50480,1855938,ORG,ORGANIZATION,,,MAILCHIMP,GA,WEB COSTS,X,,2024-11-05 0:00:00,20,G2024,GENERAL,2024,EB50480,SB17,4120520241074539314,ATLANTA,30308,OTHER,,4011520251130998652,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720833638
C00858688,LICCARDO FOR CONGRESS,2024,30G,202412059721277365,17,500120425,1856781,ORG,ORGANIZATION,,,"UNITED PARCEL SERVICE, INC.",GA,PRINTING OF CAMPAIGN MATERIALS,,,2024-10-21 0:00:00,3.45,G2024,GENERAL,2024,,,4120520241074539461,ATLANTA,303283474,ADVERTISING,,4011520251131000622,https://docquery.fec.gov/cgi-bin/fecimg/?202412059721277365
C00843391,LISA BLUNT ROCHESTER FOR SENATE,2024,30G,202412059731504644,17,500433580,1857794,ORG,ORGANIZATION,,,RENAISSANCE ATLANTA,GA,LODGING,X,,2024-11-05 0:00:00,152.78,G2024,GENERAL,2024,500433215,SB17,4120520241074539678,ATLANTA,303081123,TRAVEL,*,4011520251131005772,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731504644
C00795591,BILL WELLS FOR CONGRESS,2024,30G,202412059731450650,17,B-10370,1857624,ORG,ORGANIZATION,,,COX COMMUNICATIONS,GA,OFFICE UTILITIES,,,2024-10-22 0:00:00,119.07,G2024,GENERAL,2024,,,4120520241074539629,ATLANTA,30328,OTHER,,4011520251131000536,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731450650
C00800912,COMMITTEE TO ELECT DUKE FOR CONGRESS,2024,30G,202501159740176984,17,SB17.8589,1863475,ORG,ORGANIZATION,C00800912,,CUMULUS MEDIA,GA,RADIO ADS,,,2024-10-17 0:00:00,1020,G2024,GENERAL,2024,,,4011520251130189020,ATLANTA,30342,ADVERTISING,,4011520251131005680,https://docquery.fec.gov/cgi-bin/fecimg/?202501159740176984
C00858688,LICCARDO FOR CONGRESS,2024,30G,202412059721277371,17,500132926,1856781,ORG,ORGANIZATION,,,"UNITED PARCEL SERVICE, INC.",GA,POSTAGE,,,2024-10-28 0:00:00,65.44,G2024,GENERAL,2024,,,4120520241074539461,ATLANTA,303283474,ADMINISTRATIVE,,4011520251131000639,https://docquery.fec.gov/cgi-bin/fecimg/?202412059721277371
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2024,30G,202412059720833590,17,XB3777EB47999,1855938,ORG,ORGANIZATION,,,THE STONERIDGE GROUP,GA,PRINTING COSTS,X,,2024-10-21 0:00:00,772.5,G2024,GENERAL,2024,EB47999,SB17,4120520241074539314,ALPHARETTA,3005,ADVERTISING,,4011520251130998508,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720833590
C00632257,MAST FOR CONGRESS,2024,30G,202412059720605339,17,SB17.I44513,1854804,ORG,ORGANIZATION,,,CLASSIC CITY BANK,GA,BANK FEE,,,2024-10-18 0:00:00,20,,,,,,4120520241074539138,ATHENS,30606,OTHER,,4011520251131011036,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720605339
C00632257,MAST FOR CONGRESS,2024,30G,202412059720605351,17,SB17.I44542,1854804,ORG,ORGANIZATION,,,PROFESSIONAL DATA SERVICES INC.,GA,COMPLIANCE SERVICES,,,2024-10-24 0:00:00,3053.48,,,,,,4120520241074539138,ATHENS,30605,OTHER,,4011520251131011073,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720605351
C00858688,LICCARDO FOR CONGRESS,2024,30G,202412059721277383,17,500132928,1856781,ORG,ORGANIZATION,,,"UNITED PARCEL SERVICE, INC.",GA,POSTAGE,,,2024-10-31 0:00:00,64.65,G2024,GENERAL,2024,,,4120520241074539461,ATLANTA,303283474,ADMINISTRATIVE,,4011520251131000676,https://docquery.fec.gov/cgi-bin/fecimg/?202412059721277383
C00802488,HUNG CAO FOR VIRGINIA,2024,30G,202412059731339301,17,B60898F453CCF4F26803,1857483,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIRLINE,X,,2024-10-23 0:00:00,623.98,G2024,GENERAL,2024,B6D38E9FB25A940CDB19,SB17,4120520241074539611,ATLANTA,303541989,OTHER,,4011520251131007724,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731339301
C00725853,BURGESS 4 UTAH,2024,30G,202412059720659054,17,SB17.I31146,1855166,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIRFARE,,,2024-11-18 0:00:00,12,,,,,,4120520241074539205,ATLANTA,30354,OTHER,,4011520251131017989,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720659054
C00632257,MAST FOR CONGRESS,2024,30G,202412059720605352,17,SB17.I44713,1854804,ORG,ORGANIZATION,,,PROFESSIONAL DATA SERVICES INC.,GA,COMPLIANCE SERVICES,,,2024-11-25 0:00:00,3030.22,,,,,,4120520241074539138,ATHENS,30605,OTHER,,4011520251131011074,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720605352
C00725853,BURGESS 4 UTAH,2024,30G,202412059720659060,17,SB17.I31138,1855166,ORG,ORGANIZATION,,,PROFESSIONAL DATA SERVICES,GA,COMPLIANCE CONSULTING,,,2024-11-13 0:00:00,2026.57,,,,,,4120520241074539205,ATHENS,30605,OTHER,,4011520251131018006,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720659060
C00632257,MAST FOR CONGRESS,2024,30G,202412059720605321,17,SB17.I44583,1854804,ORG,ORGANIZATION,,,ADP,GA,SEE MEMO,,,2024-10-30 0:00:00,3006.12,,,,,,4120520241074539138,ALPHARETTA,30338,OTHER,,4011520251131010982,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720605321
C00802488,HUNG CAO FOR VIRGINIA,2024,30G,202412059731339301,17,B7CFED03444ED4777A31,1857483,ORG,ORGANIZATION,,,PARKMOBILE,GA,PARKING,X,,2024-10-23 0:00:00,3.35,G2024,GENERAL,2024,B6D38E9FB25A940CDB19,SB17,4120520241074539611,ATLANTA,30309,OTHER,,4011520251131007725,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731339301
C00843391,LISA BLUNT ROCHESTER FOR SENATE,2024,30G,202412059731504645,17,500433581,1857794,ORG,ORGANIZATION,,,RENAISSANCE ATLANTA,GA,LODGING,X,,2024-11-05 0:00:00,152.78,G2024,GENERAL,2024,500433215,SB17,4120520241074539678,ATLANTA,303081123,TRAVEL,*,4011520251131005773,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731504645
C00632257,MAST FOR CONGRESS,2024,30G,202412059720605322,17,SB17.I44634,1854804,ORG,ORGANIZATION,,,ADP,GA,PAYROLL EXPENSE,,,2024-11-01 0:00:00,107.89,,,,,,4120520241074539138,ALPHARETTA,30338,MATERIALS,,4011520251131010985,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720605322
C00629659,JIMMY GOMEZ FOR CONGRESS,2024,30G,202412059721164451,17,500465251,1856543,ORG,ORGANIZATION,,,UPS,GA,SHIPPING,,,2024-11-05 0:00:00,112,G2024,GENERAL,2024,,,4120520241074539418,ATLANTA,303283474,OTHER,,4011520251131000863,https://docquery.fec.gov/cgi-bin/fecimg/?202412059721164451
C00802488,HUNG CAO FOR VIRGINIA,2024,30G,202412059731339319,17,BE6BAE353FA794702A05,1857483,ORG,ORGANIZATION,,,PARKMOBILE,GA,PARKING,X,,2024-10-31 0:00:00,1.47,G2024,GENERAL,2024,BCCF264B82FDE4D8181F,SB17,4120520241074539611,ATLANTA,30309,OTHER,,4011520251131007779,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731339319
C00213512,NANCY PELOSI FOR CONGRESS,2024,30G,202412059720985330,17,500044701,1856268,ORG,ORGANIZATION,,,HOLIDAY INN EXPRESS,GA,TRAVEL,X,,2024-11-22 0:00:00,351.17,P2026,PRIMARY,2026,500044702,SB17,4120520241074539365,ATLANTA,303462118,OTHER,*,4011520251131004447,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720985330
C00802488,HUNG CAO FOR VIRGINIA,2024,30G,202412059731339295,17,BE49665147F9D4B9FBA0,1857483,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIRLINE,X,,2024-10-23 0:00:00,303.97,G2024,GENERAL,2024,B6D38E9FB25A940CDB19,SB17,4120520241074539611,ATLANTA,303541989,OTHER,,4011520251131007707,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731339295
C00843391,LISA BLUNT ROCHESTER FOR SENATE,2024,30G,202412059731504635,17,500433549,1857794,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIR TRAVEL,X,,2024-11-05 0:00:00,14.99,G2024,GENERAL,2024,500433215,SB17,4120520241074539678,ATLANTA,303541989,OTHER,*,4011520251131005745,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731504635
C00802488,HUNG CAO FOR VIRGINIA,2024,30G,202412059731339314,17,B3629FE5E508D4A36884,1857483,ORG,ORGANIZATION,,,PARKMOBILE,GA,PARKING,X,,2024-10-29 0:00:00,3.95,G2024,GENERAL,2024,BCCF264B82FDE4D8181F,SB17,4120520241074539611,ATLANTA,30309,OTHER,,4011520251131007764,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731339314
C00632257,MAST FOR CONGRESS,2024,30G,202412059720605328,17,SB17.I44602,1854804,ORG,ORGANIZATION,,,DELTA,GA,TRAVEL EXPENSE,X,,2024-11-01 0:00:00,1678.39,,,,SB17.I44593,SB17,4120520241074539138,ATLANTA,30320,MATERIALS,,4011520251131011004,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720605328
C00577353,BARRAGAN FOR CONGRESS,2024,30G,202412059720574940,17,500552906,1854605,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIR TRAVEL,X,,2024-10-29 0:00:00,71.51,G2024,GENERAL,2024,500552442,SB17,4120520241074539112,ATLANTA,303541989,OTHER,*,4011520251131009406,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720574940
C00213512,NANCY PELOSI FOR CONGRESS,2024,30G,202412059720985305,17,500044389,1856268,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,TRAVEL,X,,2024-10-28 0:00:00,1174.9,G2024,GENERAL,2024,500044353,SB17,4120520241074539365,ATLANTA,303206001,OTHER,*,4011520251131004372,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720985305
C00632257,MAST FOR CONGRESS,2024,30G,202412059720605320,17,SB17.I44558,1854804,ORG,ORGANIZATION,,,ADP,GA,PAYROLL EXPENSE,,,2024-10-25 0:00:00,8.95,,,,,,4120520241074539138,ALPHARETTA,30338,MATERIALS,,4011520251131010980,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720605320
C00843391,LISA BLUNT ROCHESTER FOR SENATE,2024,30G,202412059731504645,17,500433582,1857794,ORG,ORGANIZATION,,,RENAISSANCE ATLANTA,GA,LODGING,X,,2024-11-05 0:00:00,152.78,G2024,GENERAL,2024,500433215,SB17,4120520241074539678,ATLANTA,303081123,TRAVEL,*,4011520251131005774,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731504645
C00632257,MAST FOR CONGRESS,2024,30G,202412059720605323,17,SB17.I44684,1854804,ORG,ORGANIZATION,,,ADP,GA,SEE MEMO,,,2024-11-14 0:00:00,12246.88,,,,,,4120520241074539138,ALPHARETTA,30338,OTHER,,4011520251131010987,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720605323
C00676965,RICK SCOTT FOR FLORIDA,2024,30G,202412059720963030,17,SB17.1642,1856098,ORG,ORGANIZATION,,,CHICK-FIL-A,GA,FOOD AND BEVERAGE,X,,2024-10-31 0:00:00,33.9,G2024,GENERAL,2024,SB17.199,SB17,4120520241074539335,ATLANTA,30349,OTHER,,4011520251131018779,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720963030
C00725853,BURGESS 4 UTAH,2024,30G,202412059720659055,17,SB17.I31158,1855166,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIRFARE,,,2024-11-21 0:00:00,288,,,,,,4120520241074539205,ATLANTA,30354,OTHER,,4011520251131017991,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720659055
C00858688,LICCARDO FOR CONGRESS,2024,30G,202412059721277378,17,500132927,1856781,ORG,ORGANIZATION,,,"UNITED PARCEL SERVICE, INC.",GA,POSTAGE,,,2024-10-29 0:00:00,65.29,G2024,GENERAL,2024,,,4120520241074539461,ATLANTA,303283474,ADMINISTRATIVE,,4011520251131000661,https://docquery.fec.gov/cgi-bin/fecimg/?202412059721277378
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2024,30G,202412059720833589,17,XB3780EB47999,1855938,ORG,ORGANIZATION,,,MAILCHIMP,GA,WEB COSTS,X,,2024-10-21 0:00:00,13,G2024,GENERAL,2024,EB47999,SB17,4120520241074539314,ATLANTA,30308,OTHER,,4011520251130998506,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720833589
C00629659,JIMMY GOMEZ FOR CONGRESS,2024,30G,202412059721164450,17,500465249,1856543,ORG,ORGANIZATION,,,UPS,GA,SHIPPING,,,2024-11-05 0:00:00,139.37,G2024,GENERAL,2024,,,4120520241074539418,ATLANTA,303283474,OTHER,,4011520251131000861,https://docquery.fec.gov/cgi-bin/fecimg/?202412059721164450
C00863068,LESLIE MEHTA FOR CONGRESS,2024,30G,202412019720085798,17,500125814,1850815,ORG,ORGANIZATION,,,CANAL PARTNERS MEDIA LLC,GA,MEDIA,,,2024-10-23 0:00:00,60000,G2024,GENERAL,2024,,,4120120241074025016,ATLANTA,303393087,ADVERTISING,,4011520251131009322,https://docquery.fec.gov/cgi-bin/fecimg/?202412019720085798
C00800912,COMMITTEE TO ELECT DUKE FOR CONGRESS,2024,30G,202501159740176985,17,SB17.8647,1863475,ORG,ORGANIZATION,C00800912,,CUMULUS MEDIA,GA,RADIO ADS,,,2024-10-25 0:00:00,1020,G2024,GENERAL,2024,,,4011520251130189020,ATLANTA,30342,ADVERTISING,,4011520251131005681,https://docquery.fec.gov/cgi-bin/fecimg/?202501159740176985
C00725853,BURGESS 4 UTAH,2024,30G,202412059720659054,17,SB17.I31132,1855166,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIRFARE,,,2024-11-12 0:00:00,554.95,,,,,,4120520241074539205,ATLANTA,30354,OTHER,,4011520251131017988,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720659054
C00857508,REV BUTLER FOR GEORGIA,2024,30G,202412059739350551,17,SB17.4814,1858559,ORG,ORGANIZATION,,,KROGER,GA,FUEL,,,2024-11-12 0:00:00,46,G2024,GENERAL,2024,,,4120620241074924135,"STOCKBRIDGE,",30281,OTHER,,4011620251132162538,https://docquery.fec.gov/cgi-bin/fecimg/?202412059739350551
C00735985,CARLOS GIMENEZ FOR CONGRESS,2024,30G,202412059720636102,17,B50A6D1C6B37C453DAB9,1855136,ORG,ORGANIZATION,,,CLASSIC CITY BANK,GA,BANK FEES,,,2024-10-31 0:00:00,20,,,,,,4120520241074539197,ATHENS,306063417,OTHER,,4011620251132165926,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720636102
C00655647,LORI TRAHAN FOR CONGRESS COMMITTEE,2024,30G,202412059731126044,17,500156020,1857090,ORG,ORGANIZATION,,,UPS,GA,POSTAGE,X,,2024-10-17 0:00:00,37.51,G2024,GENERAL,2024,500155984,SB17,4120520241074539532,ATLANTA,303283474,ADMINISTRATIVE,*,4011620251132180917,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731126044
C00892943,AUDINO FOR CONGRESS,2024,TER,202412269739988189,17,SB17.4142,1860680,ORG,ORGANIZATION,,,PROFESSIONAL DATA SERVICES,GA,COMPLIANCE CONSULTING,,,2024-12-18 0:00:00,1720.98,,,,,,4122620241124763002,ATHENS,30605,OTHER,,4011620251132173250,https://docquery.fec.gov/cgi-bin/fecimg/?202412269739988189
C00721332,DARRELL ISSA FOR CONGRESS,2024,30G,202412049720315897,17,XB188EB122305,1853705,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIRFARE COSTS,X,,2024-11-05 0:00:00,883.47,G2024,GENERAL,2024,EB122305,SB17,4120420241074405137,ATLANTA,30320,OTHER,,4011620251132183383,https://docquery.fec.gov/cgi-bin/fecimg/?202412049720315897
C00608695,MIKE JOHNSON FOR LOUISIANA,2024,30G,202412059731517138,17,SB17.I7283,1857838,ORG,ORGANIZATION,,,DELTA AIR LINES INC.,GA,TRAVEL,X,,2024-11-15 0:00:00,937.96,,,,SB17.I7185,SB17,4120520241074539689,ATLANTA,30320,OTHER,,4011620251132189231,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731517138
C00677492,"SHEILA CHERFILUS MCCORMICK FOR CONGRESS, INC",2024,30G,202412059739348200,17,SB17.12820,1858547,ORG,ORGANIZATION,,,MAILCHIMP,GA,EMAIL PROGRAM,,,2024-11-04 0:00:00,119,G2024,GENERAL,2024,,,4120620241074924129,ATLANTA,30308,OTHER,,4011620251132165250,https://docquery.fec.gov/cgi-bin/fecimg/?202412059739348200
C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,2024,30G,202412059731508989,17,500553372,1857824,ORG,ORGANIZATION,,,COMCAST CABLE COMMUNICATIONS,GA,INTERNET SERVICE,,,2024-11-14 0:00:00,253.63,P2026,PRIMARY,2026,,,4120520241074539686,DECATUR,300336050,OTHER,,4011620251132162929,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731508989
C00662767,CHIP ROY FOR CONGRESS,2024,30G,202412059720874038,17,SB.119,1856011,ORG,ORGANIZATION,,,CHICK-FIL-A,GA,FOOD/BEVERAGES,,,2024-11-07 0:00:00,5.62,,,,,,4120520241074539320,ATLANTA,30349,OTHER,,4011620251132165733,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720874038
C00870154,SERGEI FOR CONGRESS,2024,30G,202412059731506565,17,SB17.4962,1857809,ORG,ORGANIZATION,,,MAILCHIMP,GA,WEB SERVICES,,,2024-11-04 0:00:00,74.68,,,,,,4120520241074539681,ATLANTA,30308,OTHER,,4011620251132176592,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731506565
C00740100,"CLYDE FOR CONGRESS, INC.",2024,30G,202412059720508230,17,B11315CFFCD6A4428BA7,1854266,ORG,ORGANIZATION,,,PROFESSIONAL DATA SERVICES,GA,COMPLIANCE CONSULTING,,,2024-10-28 0:00:00,2021,,,,,,4120520241074539061,ATHENS,306051332,OTHER,,4011620251132169837,https://docquery.fec.gov/cgi-bin/fecimg/?202412059720508230
C00859207,DAVID WAGENHAUSER FOR UPSTATE NY,2024,30G,202412059739397820,17,SB17.6289,1858630,ORG,ORGANIZATION,,,P&BCC,GA,COMPLIANCE SERVICES,,,2024-11-02 0:00:00,625,G2024,GENERAL,2024,,,4120620241074924153,EVANS,30809,OTHER,,4011620251132187068,https://docquery.fec.gov/cgi-bin/fecimg/?202412059739397820
C00842765,CELESTE FOR CONGRESS,2024,30G,202412059721269846,17,B6025572EC5B14E2592F,1856742,ORG,ORGANIZATION,,,"DELTA AIR LINES, INC.",GA,TRANSPORTATION,,,2024-10-28 0:00:00,586.21,,,,,,4120520241074539451,ATLANTA,30354,OTHER,,4011620251132157762,https://docquery.fec.gov/cgi-bin/fecimg/?202412059721269846
C00458398,BENNET FOR COLORADO,2024,30G,202412059738903028,17,500028624,1858373,ORG,ORGANIZATION,,,"DELTA AIRLINES, INC.",GA,AIRFARE,X,,2024-10-22 0:00:00,-538.47,P2028,PRIMARY,2028,500028551,SB17,4120620241074924086,ATLANTA,303541989,OTHER,*,4011620251132183693,https://docquery.fec.gov/cgi-bin/fecimg/?202412059738903028
C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,2024,30G,202412059731508990,17,500556121,1857824,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,TRAVEL,,,2024-11-25 0:00:00,901.95,P2026,PRIMARY,2026,,,4120520241074539686,ATLANTA,303206001,OTHER,,4011620251132162930,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731508990
C00608695,MIKE JOHNSON FOR LOUISIANA,2024,30G,202412059731517153,17,SB17.I7292,1857838,ORG,ORGANIZATION,,,DELTA AIR LINES INC.,GA,TRAVEL,X,,2024-11-25 0:00:00,897.96,,,,SB17.I7191,SB17,4120520241074539689,ATLANTA,30320,OTHER,,4011620251132189278,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731517153
C00369801,DAVID SCOTT FOR CONGRESS,2024,30G,202412059731132387,17,500558394,1857106,ORG,ORGANIZATION,,,CHICK-FIL-A,GA,FOOD & BEVERAGE,,,2024-10-25 0:00:00,25.63,,,,,,4120520241074539539,ATLANTA,303185417,OTHER,,4011620251132162497,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731132387
C00458398,BENNET FOR COLORADO,2024,30G,202412059738903027,17,500028620,1858373,ORG,ORGANIZATION,,,"DELTA AIRLINES, INC.",GA,AIRFARE,X,,2024-10-22 0:00:00,493.48,P2028,PRIMARY,2028,500028551,SB17,4120620241074924086,ATLANTA,303541989,OTHER,*,4011620251132183689,https://docquery.fec.gov/cgi-bin/fecimg/?202412059738903027
C00857508,REV BUTLER FOR GEORGIA,2024,30G,202412059739350552,17,SB17.4818,1858559,ORG,ORGANIZATION,,,QUIKTRIP,GA,FUEL,,,2024-11-18 0:00:00,15.3,G2024,GENERAL,2024,,,4120620241074924135,LITHONIA,30038,OTHER,,4011620251132162540,https://docquery.fec.gov/cgi-bin/fecimg/?202412059739350552
C00458398,BENNET FOR COLORADO,2024,30G,202412059738903026,17,500028617,1858373,ORG,ORGANIZATION,,,"DELTA AIRLINES, INC.",GA,AIRFARE,X,,2024-10-22 0:00:00,563.48,P2028,PRIMARY,2028,500028551,SB17,4120620241074924086,ATLANTA,303541989,OTHER,*,4011620251132183686,https://docquery.fec.gov/cgi-bin/fecimg/?202412059738903026
C00647339,JOHN CURTIS FOR UTAH,2024,30G,202412059731663344,17,B-731959,1858056,ORG,ORGANIZATION,,,DELTA AIRLINES,GA,AIRFARE,,,2024-11-22 0:00:00,695.96,C2030,CONVENTION,2030,,,4120620241074924008,ATLANTA,30320,OTHER,,4011620251132160196,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731663344
C00799171,PETER HERNANDEZ FOR CONGRESS,2024,30G,202412059739338282,17,B-3681,1858486,ORG,ORGANIZATION,,,LIFE MEDIA GROUP,GA,PRINT ADS,,,2024-11-01 0:00:00,418,G2024,GENERAL,2024,,,4120620241074924117,AUGUSTA,30906,ADVERTISING,,4011620251132178121,https://docquery.fec.gov/cgi-bin/fecimg/?202412059739338282
C00608695,MIKE JOHNSON FOR LOUISIANA,2024,30G,202412059731517142,17,SB17.I7290,1857838,ORG,ORGANIZATION,,,DELTA AIR LINES INC.,GA,TRAVEL,X,,2024-11-15 0:00:00,434.48,,,,SB17.I7190,SB17,4120520241074539689,ATLANTA,30320,OTHER,,4011620251132189244,https://docquery.fec.gov/cgi-bin/fecimg/?202412059731517142
